,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically
Robert J. Shiller ,,,,,,,,,,Adjusted
,,,,,,,,,,Price
,,,,  Consumer,,,,,,Earnings
,S&P,,,Price,,Long,,,,Ratio
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,168.46,6.85,9.13,16.60
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,163.71,6.77,9.00,16.17
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,156.33,6.77,8.98,15.48
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,148.43,6.93,9.16,14.75
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,144.97,6.93,9.14,14.44
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,154.39,7.02,9.38,15.43
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,154.42,6.93,9.40,15.48
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,149.78,6.85,9.42,15.05
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,152.94,6.77,9.44,15.41
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,154.14,6.85,9.68,15.57
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,154.71,7.02,10.05,15.66
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,154.04,7.10,10.31,15.62
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,159.20,7.10,10.44,16.16
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,174.27,7.19,10.71,17.71
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,174.27,7.19,10.85,17.72
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,173.83,7.28,11.12,17.67
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,179.13,7.28,11.26,18.21
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,187.18,7.53,11.63,19.02
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,187.52,7.59,11.72,19.04
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,194.61,7.85,12.12,19.74
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,196.89,8.01,12.37,19.94
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,196.89,8.07,12.46,19.91
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,195.83,8.13,12.55,19.77
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,190.67,7.97,12.30,19.21
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,190.91,7.93,12.23,19.20
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,186.16,7.98,12.31,18.69
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,189.89,8.04,12.40,19.04
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,184.42,7.89,12.17,18.46
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,180.16,7.85,12.10,18.01
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,176.80,7.59,11.37,17.66
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,171.58,7.53,10.95,17.13
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,169.38,7.74,10.93,16.90
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,171.47,7.86,10.76,17.10
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,158.25,7.98,10.60,15.78
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,154.60,8.22,10.56,15.42
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,143.86,8.46,10.52,14.35
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,146.19,8.84,10.63,14.59
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,150.40,8.52,9.89,15.01
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,152.87,8.43,9.45,15.27
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,159.38,8.69,9.39,15.94
